pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_teff,st_rad,st_mass,st_met,sy_dist,sy_vmag,sy_gaiamag
Kepler-1009 b,Kepler-1009,Transit,2016,11.35011917,0.0688,2.17,87.351625,0.0331,80.45,939.0,4027.0,0.57,0.59,-0.12,355.019,15.758,15.3014
Kepler-101 b,Kepler-101,Transit,2014,3.4876812,0.0474,5.77,51.1,0.086,80.45,1513.0,5667.0,1.56,1.17,0.33,927.981,13.7,13.5672
Kepler-101 c,Kepler-101,Transit,2014,6.02976,0.0684,1.25,3.78,0.0,80.45,1413.0,5667.0,1.56,1.17,0.33,927.981,13.7,13.5672
Kepler-1010 b,Kepler-1010,Transit,2016,34.2685705,0.0688,2.32,87.351625,0.0331,80.45,939.0,5253.0,0.82,0.86,-0.01,579.273,14.964,14.6875
Kepler-1011 b,Kepler-1011,Transit,2016,5.753221974,0.0688,2.87,87.351625,0.0331,80.45,939.0,5416.0,0.88,0.91,0.08,736.779,15.294,15.2028
Kepler-1012 b,Kepler-1012,Transit,2016,5.50860439,0.0688,1.29,87.351625,0.0331,80.45,939.0,5556.0,0.91,0.95,0.05,411.077,13.486,13.3154
Kepler-1013 b,Kepler-1013,Transit,2016,18.93054959,0.0688,2.15,87.351625,0.0331,80.45,939.0,4954.0,0.76,0.81,0.04,422.246,14.563,14.4077
Kepler-1014 b,Kepler-1014,Transit,2016,16.57110363,0.0688,2.39,87.351625,0.0331,80.45,939.0,5388.0,0.84,0.88,-0.06,624.8,14.866,14.6265
Kepler-1015 b,Kepler-1015,Transit,2016,16.00494214,0.0688,3.55,87.351625,0.0331,80.45,939.0,6769.0,1.81,1.49,0.06,739.357,12.825,12.7586
Kepler-1016 b,Kepler-1016,Transit,2016,1.954524342,0.0688,2.18,87.351625,0.0331,80.45,939.0,5821.0,1.0,0.99,-0.03,1402.82,15.531,15.3193
Kepler-1016 c,Kepler-1016,Transit,2016,105.6551369,0.0688,3.68,87.351625,0.0331,80.45,939.0,5821.0,1.0,0.99,-0.03,1402.82,15.531,15.3193
Kepler-1017 b,Kepler-1017,Transit,2016,7.23400469,0.0688,1.99,87.351625,0.0331,80.45,939.0,5473.0,0.87,0.93,0.04,552.058,14.315,14.1153
Kepler-1018 b,Kepler-1018,Transit,2016,49.1013514,0.0688,2.58,87.351625,0.0331,80.45,939.0,5518.0,0.88,0.91,-0.05,1010.01,15.103,15.0142
Kepler-1019 b,Kepler-1019,Transit,2016,1.411229847,0.0688,1.46,87.351625,0.0331,80.45,939.0,4433.0,0.67,0.7,0.01,194.182,13.882,13.5934
Kepler-102 b,Kepler-102,Transit,2014,5.286965,0.05521,0.46,1.1,0.1,90.0,857.0,4909.0,0.724,0.803,0.11,107.796,12.072,11.4784
Kepler-102 c,Kepler-102,Transit,2014,7.071392,0.06702,0.567,1.7,0.094,61.0,777.0,4909.0,0.724,0.803,0.11,107.796,12.072,11.4784
Kepler-102 d,Kepler-102,Transit,2014,10.311767,0.08618,1.154,3.0,0.092,36.9,686.0,4909.0,0.724,0.803,0.11,107.796,12.072,11.4784
Kepler-102 e,Kepler-102,Transit,2013,16.1456994,0.1162,2.17,4.7,0.089,20.3,590.0,4909.0,0.724,0.803,0.11,107.796,12.072,11.4784
Kepler-102 f,Kepler-102,Transit,2014,27.453592,0.1656,0.861,4.3,0.1,10.0,495.0,4909.0,0.724,0.803,0.11,107.796,12.072,11.4784
Kepler-1020 b,Kepler-1020,Transit,2016,96.9151496,0.0688,2.28,87.351625,0.0331,80.45,939.0,5227.0,0.8,0.87,0.0,415.358,14.211,13.9833
Kepler-1021 b,Kepler-1021,Transit,2016,13.47469571,0.0688,2.33,87.351625,0.0331,80.45,939.0,5431.0,0.86,0.89,-0.05,810.082,15.207,15.1734
Kepler-1022 b,Kepler-1022,Transit,2016,10.99469878,0.0688,2.36,87.351625,0.0331,80.45,939.0,4445.0,0.68,0.71,0.06,420.042,15.758,15.3772
Kepler-1023 b,Kepler-1023,Transit,2016,62.1387714,0.0688,2.63,87.351625,0.0331,80.45,939.0,5494.0,0.89,0.93,0.05,694.175,14.7121,14.502
Kepler-1024 b,Kepler-1024,Transit,2016,66.4162133,0.0688,3.91,87.351625,0.0331,80.45,939.0,5143.0,0.78,0.81,-0.1,1087.4,16.272,16.0064
Kepler-1025 b,Kepler-1025,Transit,2016,37.3229493,0.0688,1.98,87.351625,0.0331,80.45,939.0,6089.0,1.13,1.09,-0.03,803.776,13.695,13.5557
Kepler-1026 b,Kepler-1026,Transit,2016,36.5156053,0.0688,2.21,87.351625,0.0331,80.45,939.0,4948.0,0.75,0.79,-0.02,351.239,14.463,14.2019
Kepler-1027 b,Kepler-1027,Transit,2016,1.907805199,0.0688,0.89,87.351625,0.0331,80.45,939.0,5436.0,0.82,0.91,-0.06,405.104,12.994,12.8401
Kepler-1028 b,Kepler-1028,Transit,2016,2.51462432,0.0688,1.33,87.351625,0.0331,80.45,939.0,5522.0,0.87,0.9,-0.09,607.916,14.611,14.3098
Kepler-1029 b,Kepler-1029,Transit,2016,4.417696479,0.0688,1.26,87.351625,0.0331,80.45,939.0,5030.0,0.77,0.82,0.01,366.656,14.434,14.3009
Kepler-103 b,Kepler-103,Transit,2014,15.9653287,0.133,3.4857,11.67,0.171,80.45,939.0,6047.0,1.492,1.212,0.15,494.832,11.883,12.2466
Kepler-103 c,Kepler-103,Transit,2014,179.60978,0.6679,5.4539,58.47,0.103,80.45,939.0,6047.0,1.492,1.212,0.15,494.832,11.883,12.2466
Kepler-1030 b,Kepler-1030,Transit,2016,19.32952416,0.0688,2.48,87.351625,0.0331,80.45,939.0,4983.0,0.76,0.8,-0.01,758.702,16.003,15.7163
Kepler-1031 b,Kepler-1031,Transit,2016,1.22621732,0.0688,0.87,87.351625,0.0331,80.45,939.0,6011.0,1.12,1.09,0.03,682.882,13.877,13.7756
Kepler-1032 b,Kepler-1032,Transit,2016,3.290117953,0.0688,1.87,87.351625,0.0331,80.45,939.0,4647.0,0.71,0.77,0.16,673.01,16.007,15.7993
Kepler-1033 b,Kepler-1033,Transit,2016,7.56052806,0.0688,2.51,87.351625,0.0331,80.45,939.0,5547.0,0.92,0.94,0.06,1455.5,16.186,15.9289
Kepler-1034 b,Kepler-1034,Transit,2016,12.12400943,0.0688,2.26,87.351625,0.0331,80.45,939.0,5198.0,0.8,0.83,-0.06,654.549,15.269,15.074
Kepler-1035 b,Kepler-1035,Transit,2016,2.714077555,0.0688,1.17,87.351625,0.0331,80.45,939.0,5763.0,0.97,0.98,-0.03,562.116,13.097,13.0054
Kepler-1036 b,Kepler-1036,Transit,2016,122.8808058,0.0688,3.01,87.351625,0.0331,80.45,939.0,5533.0,0.89,0.95,0.04,489.435,13.87,13.7635
Kepler-1037 b,Kepler-1037,Transit,2016,1.063788673,0.0688,1.28,87.351625,0.0331,80.45,939.0,5105.0,0.78,0.82,-0.03,446.914,14.475,14.2311
Kepler-1038 b,Kepler-1038,Transit,2016,148.4603382,0.0688,3.53,87.351625,0.0331,80.45,939.0,5335.0,0.83,0.87,-0.04,584.136,15.03,14.8561
Kepler-1038 c,Kepler-1038,Transit,2021,7.127659798,0.0688,1.4162338,87.351625,0.0331,80.45,939.0,5159.0,0.821,0.868,0.16,584.136,15.03,14.8561
Kepler-1039 b,Kepler-1039,Transit,2016,0.934884242,0.0688,1.46,87.351625,0.0331,80.45,939.0,4870.0,0.74,0.79,0.01,306.91,14.438,14.0958
Kepler-104 b,Kepler-104,Transit,2014,11.427548,0.094,3.1,87.351625,0.0331,80.45,939.0,5711.0,1.349,0.95,0.0195,400.785,12.697,12.5697
Kepler-104 c,Kepler-104,Transit,2014,23.668205,0.153,3.13,87.351625,0.0331,80.45,939.0,5711.0,1.349,0.95,0.0195,400.785,12.697,12.5697
Kepler-104 d,Kepler-104,Transit,2014,51.755394,0.257,3.58,87.351625,0.0331,80.45,939.0,5711.0,1.349,0.95,0.0195,400.785,12.697,12.5697
Kepler-1040 b,Kepler-1040,Transit,2016,201.1214,0.0688,2.08,87.351625,0.0331,80.45,939.0,5694.0,0.96,0.98,0.01,482.119,13.614,13.3216
Kepler-1041 b,Kepler-1041,Transit,2016,24.7576421,0.0688,2.94,87.351625,0.0331,80.45,939.0,5957.0,1.08,1.06,0.01,1485.82,14.576,14.4422
Kepler-1042 b,Kepler-1042,Transit,2016,10.13202575,0.0688,2.19,87.351625,0.0331,80.45,939.0,4815.0,0.72,0.75,-0.1,501.574,16.004,15.6716
Kepler-1043 b,Kepler-1043,Transit,2016,38.5053398,0.0688,2.55,87.351625,0.0331,80.45,939.0,5629.0,0.9,0.92,-0.11,903.332,14.949,14.7617
Kepler-1044 b,Kepler-1044,Transit,2016,6.77408868,0.0688,2.67,87.351625,0.0331,80.45,939.0,5985.0,1.11,1.08,0.04,1278.96,15.478,15.3061
Kepler-1045 b,Kepler-1045,Transit,2016,26.41045478,0.0688,2.69,87.351625,0.0331,80.45,939.0,5301.0,0.82,0.86,-0.03,942.485,15.879,15.549
Kepler-1046 b,Kepler-1046,Transit,2016,14.37508035,0.0688,1.71,87.351625,0.0331,80.45,939.0,5913.0,1.04,1.04,0.0,721.534,13.347,13.2479
Kepler-1047 b,Kepler-1047,Transit,2016,56.1886887,0.0688,2.09,87.351625,0.0331,80.45,939.0,5754.0,1.13,1.08,0.29,817.647,13.46,13.3291
Kepler-1047 c,Kepler-1047,Transit,2016,3.18897601,0.0688,0.99,87.351625,0.0331,80.45,939.0,5754.0,1.13,1.08,0.29,817.647,13.46,13.3291
Kepler-1048 b,Kepler-1048,Transit,2016,6.92101021,0.0688,1.61,87.351625,0.0331,80.45,939.0,4651.0,0.7,0.75,0.01,556.006,15.138,14.8444
Kepler-1049 b,Kepler-1049,Transit,2016,3.273460736,0.0688,0.95,87.351625,0.0331,80.45,939.0,3864.0,0.49,0.51,-0.33,162.006,14.695,14.1559
Kepler-105 b,Kepler-105,Transit,2013,5.4122034,0.0688,2.53,10.8,0.02,80.45,939.0,5933.0,1.026,0.991,-0.09,459.223,12.981,12.8025
Kepler-105 c,Kepler-105,Transit,2014,7.12592,0.0688,1.44,5.6,0.02,80.45,939.0,5933.0,1.026,0.991,-0.09,459.223,12.981,12.8025
Kepler-1050 b,Kepler-1050,Transit,2016,15.3787546,0.0688,1.6,87.351625,0.0331,80.45,939.0,6010.0,1.13,1.09,0.03,490.488,13.198,13.0723
Kepler-1050 c,Kepler-1050,Transit,2016,21.1284569,0.0688,1.48,87.351625,0.0331,80.45,939.0,6010.0,1.13,1.09,0.03,490.488,13.198,13.0723
Kepler-1051 b,Kepler-1051,Transit,2016,25.96200249,0.0688,3.4,87.351625,0.0331,80.45,939.0,6675.0,1.73,1.43,0.04,829.343,13.212,13.1159
Kepler-1052 b,Kepler-1052,Transit,2016,34.8538276,0.0688,2.93,87.351625,0.0331,80.45,939.0,5888.0,1.03,1.03,0.0,943.444,14.932,14.8614
Kepler-1052 c,Kepler-1052,Transit,2023,180.921729,0.6135,2.3,87.351625,0.0,1.96,302.0,5818.0,0.848,0.937,-0.22,943.444,14.932,14.8614
Kepler-1053 b,Kepler-1053,Transit,2016,2.414351654,0.0688,0.98,87.351625,0.0331,80.45,939.0,4529.0,0.69,0.74,0.1,151.129,13.576,13.2088
Kepler-1054 b,Kepler-1054,Transit,2016,4.30655689,0.0688,2.63,87.351625,0.0331,80.45,939.0,6209.0,1.34,1.22,0.09,1090.51,14.143,14.085
Kepler-1055 b,Kepler-1055,Transit,2016,2.295036233,0.0688,1.23,87.351625,0.0331,80.45,939.0,5723.0,0.94,0.98,-0.02,389.397,13.194,13.0728
Kepler-1056 b,Kepler-1056,Transit,2016,27.495606,0.0688,3.01,87.351625,0.0331,80.45,939.0,6127.0,1.2,1.12,0.02,982.51,14.772,14.5601
Kepler-1057 b,Kepler-1057,Transit,2016,14.08827448,0.0688,3.36,87.351625,0.0331,80.45,939.0,5987.0,1.1,1.07,0.01,1201.82,15.825,15.6076
Kepler-1058 b,Kepler-1058,Transit,2016,110.96546,0.0688,2.72,87.351625,0.0331,80.45,939.0,4644.0,0.69,0.73,-0.06,491.997,15.869,15.5037
Kepler-1059 b,Kepler-1059,Transit,2016,3.764191048,0.0688,1.73,87.351625,0.0331,80.45,939.0,4906.0,0.72,0.75,-0.15,713.167,15.785,15.4894
Kepler-106 b,Kepler-106,Transit,2014,6.16486,0.0688,0.82,5.3,0.0331,80.45,939.0,5858.0,1.04,1.0,-0.12,444.322,12.923,12.8391
Kepler-106 c,Kepler-106,Transit,2014,13.5708,0.0688,2.5,10.44,0.0331,80.45,939.0,5858.0,1.04,1.0,-0.12,444.322,12.923,12.8391
Kepler-106 d,Kepler-106,Transit,2014,23.9802,0.0688,0.95,8.1,0.0331,80.45,939.0,5858.0,1.04,1.0,-0.12,444.322,12.923,12.8391
Kepler-106 e,Kepler-106,Transit,2014,43.8445,0.0688,2.56,11.17,0.0331,80.45,939.0,5858.0,1.04,1.0,-0.12,444.322,12.923,12.8391
Kepler-1060 b,Kepler-1060,Transit,2016,46.8779367,0.0688,2.38,87.351625,0.0331,80.45,939.0,5797.0,0.99,0.99,-0.03,946.565,14.827,14.6366
Kepler-1061 b,Kepler-1061,Transit,2016,2.757982666,0.0688,1.98,87.351625,0.0331,80.45,939.0,6067.0,1.07,1.09,-0.03,543.375,13.319,13.2037
Kepler-1062 b,Kepler-1062,Transit,2016,9.30412078,0.0688,1.76,87.351625,0.0331,80.45,939.0,4597.0,0.7,0.75,0.11,397.455,15.095,14.8053
Kepler-1063 b,Kepler-1063,Transit,2016,14.07971466,0.0688,1.49,87.351625,0.0331,80.45,939.0,5945.0,1.14,1.09,0.09,343.226,13.029,13.7756
Kepler-1064 b,Kepler-1064,Transit,2016,16.54080322,0.0688,1.55,87.351625,0.0331,80.45,939.0,5153.0,0.79,0.85,0.0,501.574,13.958,13.7409
Kepler-1065 b,Kepler-1065,Transit,2016,3.609308907,0.0688,3.73,87.351625,0.0331,80.45,939.0,5635.0,0.93,0.94,-0.01,1122.48,15.744,15.5016
Kepler-1065 c,Kepler-1065,Transit,2016,2.37030743,0.0688,1.6,87.351625,0.0331,80.45,939.0,5635.0,0.93,0.94,-0.01,1122.48,15.744,15.5016
Kepler-1066 b,Kepler-1066,Transit,2016,1.931559839,0.0688,2.36,87.351625,0.0331,80.45,939.0,5762.0,0.98,0.98,-0.03,344.251,13.115,13.0239
Kepler-1067 b,Kepler-1067,Transit,2016,0.762129261,0.0688,0.8,87.351625,0.0331,80.45,939.0,5592.0,0.93,0.95,0.03,667.693,14.395,14.2726
Kepler-1067 c,Kepler-1067,Transit,2021,5.425839901,0.0688,1.74682428,87.351625,0.0331,80.45,939.0,5594.0,0.934,0.981,0.16,667.693,14.395,14.2726
Kepler-1068 b,Kepler-1068,Transit,2016,16.92344113,0.0688,3.63,87.351625,0.0331,80.45,939.0,5806.0,1.01,1.01,0.03,1473.61,16.096,15.8316
Kepler-1069 b,Kepler-1069,Transit,2016,23.8990296,0.0688,1.6,87.351625,0.0331,80.45,939.0,5722.0,0.98,0.99,0.04,695.967,13.234,13.098
Kepler-107 b,Kepler-107,Transit,2014,3.1800218,0.04544,1.536,3.8,0.1,1073.0,1592.0,5854.0,1.447,1.238,0.321,525.997,12.543,12.4627
Kepler-107 c,Kepler-107,Transit,2014,4.901452,0.06064,1.597,10.0,0.08,602.0,1378.0,5854.0,1.447,1.238,0.321,525.997,12.543,12.4627
Kepler-107 d,Kepler-107,Transit,2014,7.95839,0.08377,0.86,7.7,0.11,315.0,1173.0,5854.0,1.447,1.238,0.321,525.997,12.543,12.4627
Kepler-107 e,Kepler-107,Transit,2014,14.749143,0.12638,2.903,14.1,0.1,138.7,955.0,5854.0,1.447,1.238,0.321,525.997,12.543,12.4627
Kepler-1070 b,Kepler-1070,Transit,2016,6.2216147,0.0688,1.73,87.351625,0.0331,80.45,939.0,6261.0,1.32,1.21,0.03,939.001,14.133,13.913
Kepler-1071 b,Kepler-1071,Transit,2016,6.1799844,0.0688,2.38,87.351625,0.0331,80.45,939.0,5215.0,0.81,0.86,0.01,1042.27,15.881,15.8291
Kepler-1072 b,Kepler-1072,Transit,2016,1.569066502,0.0688,1.58,87.351625,0.0331,80.45,939.0,6199.0,1.32,1.2,0.07,982.716,13.972,13.842
Kepler-1073 b,Kepler-1073,Transit,2016,8.67888593,0.0688,2.3,87.351625,0.0331,80.45,939.0,5792.0,1.0,1.0,0.0,809.897,14.749,14.5317
Kepler-1073 c,Kepler-1073,Transit,2016,4.02582254,0.0688,1.64,87.351625,0.0331,80.45,939.0,5792.0,1.0,1.0,0.0,809.897,14.749,14.5317
Kepler-1073 d,Kepler-1073,Transit,2021,2.504760027,0.0688,1.48770949,87.351625,0.0331,80.45,939.0,5509.0,1.116,0.924,0.16,809.897,14.749,14.5317
Kepler-1074 b,Kepler-1074,Transit,2016,5.94566534,0.0688,1.25,87.351625,0.0331,80.45,939.0,4002.0,0.57,0.6,-0.06,250.817,15.599,15.0056
Kepler-1075 b,Kepler-1075,Transit,2016,1.52372816,0.0688,1.42,87.351625,0.0331,80.45,939.0,3959.0,0.54,0.56,-0.17,291.275,15.909,15.3697
Kepler-1076 b,Kepler-1076,Transit,2016,6.14727918,0.0688,0.8,87.351625,0.0331,80.45,939.0,4868.0,0.74,0.79,-0.01,501.574,13.175,12.9489
Kepler-1077 b,Kepler-1077,Transit,2016,34.3511874,0.0688,2.77,87.351625,0.0331,80.45,939.0,5816.0,1.02,1.02,0.03,1101.42,14.923,14.9984
Kepler-1078 b,Kepler-1078,Transit,2016,3.00725242,0.0688,1.9,87.351625,0.0331,80.45,939.0,5612.0,0.92,0.94,-0.01,2481.71,15.703,15.6075
Kepler-1079 b,Kepler-1079,Transit,2016,13.24503188,0.0688,1.63,87.351625,0.0331,80.45,939.0,5758.0,1.36,1.08,0.21,591.098,12.78,13.7756
Kepler-108 b,Kepler-108,Transit,2014,49.183921,0.292,8.65,87.351625,0.0331,80.45,939.0,5854.0,2.192,0.95,0.0195,338.732,12.657,13.0843
Kepler-108 c,Kepler-108,Transit,2014,190.323494,0.721,8.18,87.351625,0.0331,80.45,939.0,5854.0,2.192,0.95,0.0195,338.732,12.657,13.0843
Kepler-1080 b,Kepler-1080,Transit,2016,77.2548396,0.0688,3.28,87.351625,0.0331,80.45,939.0,5956.0,1.16,1.1,0.09,1382.82,13.486,13.4086
Kepler-1081 b,Kepler-1081,Transit,2016,3.856918547,0.0688,1.01,87.351625,0.0331,80.45,939.0,5345.0,0.84,0.88,0.01,420.215,13.827,13.7114
Kepler-1082 b,Kepler-1082,Transit,2016,1.543206604,0.0688,1.12,87.351625,0.0331,80.45,939.0,5923.0,1.14,1.03,-0.06,739.557,13.444,13.3417
Kepler-1083 b,Kepler-1083,Transit,2016,33.4177993,0.0688,3.36,87.351625,0.0331,80.45,939.0,5049.0,0.77,0.81,-0.02,902.633,16.103,15.8498
Kepler-1084 b,Kepler-1084,Transit,2016,2.05333679,0.0688,1.11,87.351625,0.0331,80.45,939.0,6113.0,1.28,1.12,-0.02,405.533,12.015,12.1577
Kepler-1085 b,Kepler-1085,Transit,2016,219.3217528,0.0688,7.22,87.351625,0.0331,80.45,939.0,6000.0,1.14,1.11,0.08,1364.53,15.273,15.2469
Kepler-1085 c,Kepler-1085,Transit,2020,56.7771,0.0688,3.26817741,87.351625,0.0331,80.45,939.0,5816.0,1.0783,1.05,0.0195,1364.53,15.273,15.2469
Kepler-1086 b,Kepler-1086,Transit,2016,18.78425728,0.0688,2.44,87.351625,0.0331,80.45,939.0,4350.0,0.66,0.7,0.06,466.084,16.002,15.5551
Kepler-1086 c,Kepler-1086,Transit,2016,161.5163345,0.0688,2.94,87.351625,0.0331,80.45,939.0,4350.0,0.66,0.7,0.06,466.084,16.002,15.5551
Kepler-1087 b,Kepler-1087,Transit,2016,0.693842855,0.0688,0.61,87.351625,0.0331,80.45,939.0,5589.0,0.94,0.96,0.01,362.623,12.973,12.9007
Kepler-1088 b,Kepler-1088,Transit,2016,23.12748644,0.0688,1.42,87.351625,0.0331,80.45,939.0,5975.0,1.08,1.08,0.05,280.629,11.472,11.778
Kepler-1089 b,Kepler-1089,Transit,2016,5.132485618,0.0688,1.83,87.351625,0.0331,80.45,939.0,3753.0,0.49,0.52,-0.09,259.328,16.233,15.5982
Kepler-109 b,Kepler-109,Transit,2014,6.4816307,0.0701,2.49,4.9,0.11,442.0,1276.0,5950.0,1.387,1.094,-0.02,474.861,12.398,12.2955
Kepler-109 c,Kepler-109,Transit,2014,21.22265,0.1546,2.65,8.2,0.098,91.0,859.0,5950.0,1.387,1.094,-0.02,474.861,12.398,12.2955
Kepler-1090 b,Kepler-1090,Transit,2016,198.680179,0.0688,2.25,87.351625,0.0331,80.45,939.0,5321.0,0.82,0.86,-0.04,858.77,15.31,14.9963
Kepler-1090 c,Kepler-1090,Transit,2021,42.42720032,0.0688,3.29265785,87.351625,0.0331,80.45,939.0,5330.0,1.013,0.869,0.18,858.77,15.31,14.9963
Kepler-1091 b,Kepler-1091,Transit,2016,1.434741564,0.0688,1.46,87.351625,0.0331,80.45,939.0,5851.0,1.03,1.01,0.0,914.299,14.874,14.7151
Kepler-1092 b,Kepler-1092,Transit,2016,58.6017925,0.0688,2.07,87.351625,0.0331,80.45,939.0,5862.0,1.0,0.99,-0.09,981.233,14.659,14.6163
Kepler-1093 b,Kepler-1093,Transit,2016,25.0824626,0.0688,1.95,87.351625,0.0331,80.45,939.0,6166.0,1.2,1.13,-0.01,1072.88,13.781,13.8084
Kepler-1093 c,Kepler-1093,Transit,2016,89.722292,0.0688,1.96,87.351625,0.0331,80.45,939.0,6166.0,1.2,1.13,-0.01,1072.88,13.781,13.8084
Kepler-1094 b,Kepler-1094,Transit,2016,78.1000231,0.0688,3.18,87.351625,0.0331,80.45,939.0,6112.0,1.21,1.14,0.06,1291.01,15.318,14.9607
Kepler-1095 b,Kepler-1095,Transit,2016,4.27103091,0.0688,1.21,87.351625,0.0331,80.45,939.0,5658.0,0.92,0.94,-0.09,792.522,14.597,14.5261
Kepler-1096 b,Kepler-1096,Transit,2016,2.892217506,0.0688,1.24,87.351625,0.0331,80.45,939.0,4306.0,0.63,0.66,-0.1,377.976,15.438,15.0615
Kepler-1097 b,Kepler-1097,Transit,2016,187.747029,0.0688,3.26,87.351625,0.0331,80.45,939.0,5211.0,0.79,0.82,-0.11,719.802,15.652,15.2071
Kepler-1098 b,Kepler-1098,Transit,2016,2.543072855,0.0688,1.3,87.351625,0.0331,80.45,939.0,5794.0,0.99,0.99,-0.02,1049.19,14.886,14.7332
Kepler-1099 b,Kepler-1099,Transit,2016,2.168452593,0.0688,2.83,87.351625,0.0331,80.45,939.0,5837.0,1.0,1.01,-0.02,1022.8,15.137,15.1336
Kepler-11 b,Kepler-11,Transit,2010,10.3039,0.091,1.8,1.9,0.045,80.45,939.0,5663.0,1.065,0.961,0.0195,646.346,13.817,13.7062
Kepler-11 c,Kepler-11,Transit,2010,13.0241,0.107,2.87,2.9,0.026,80.45,939.0,5663.0,1.065,0.961,0.0195,646.346,13.817,13.7062
Kepler-11 d,Kepler-11,Transit,2010,22.6845,0.155,3.12,7.3,0.004,80.45,939.0,5663.0,1.065,0.961,0.0195,646.346,13.817,13.7062
Kepler-11 e,Kepler-11,Transit,2010,31.9996,0.195,4.19,8.0,0.012,80.45,939.0,5663.0,1.065,0.961,0.0195,646.346,13.817,13.7062
Kepler-11 f,Kepler-11,Transit,2010,46.6888,0.25,2.49,2.0,0.013,80.45,939.0,5663.0,1.065,0.961,0.0195,646.346,13.817,13.7062
Kepler-11 g,Kepler-11,Transit,2010,118.3807,0.466,3.33,25.0,0.15,80.45,939.0,5663.0,1.065,0.961,0.0195,646.346,13.817,13.7062
Kepler-110 b,Kepler-110,Transit,2014,12.691112,0.107,1.83,87.351625,0.0331,80.45,939.0,5960.0,1.149,0.95,0.0195,586.531,13.003,12.902
Kepler-110 c,Kepler-110,Transit,2014,31.719775,0.198,2.21,87.351625,0.0331,80.45,939.0,5960.0,1.149,0.95,0.0195,586.531,13.003,12.902
Kepler-1100 b,Kepler-1100,Transit,2016,6.42200058,0.0688,1.75,87.351625,0.0331,80.45,939.0,6247.0,1.34,1.21,0.05,693.618,13.952,13.8225
Kepler-1101 b,Kepler-1101,Transit,2016,81.3151059,0.0688,2.47,87.351625,0.0331,80.45,939.0,5614.0,0.91,0.94,-0.04,742.473,15.156,15.0958
Kepler-1102 b,Kepler-1102,Transit,2016,51.3285623,0.0688,2.66,87.351625,0.0331,80.45,939.0,5724.0,0.94,0.96,-0.08,1246.05,14.928,14.9224
Kepler-1103 b,Kepler-1103,Transit,2016,19.79191978,0.0688,2.27,87.351625,0.0331,80.45,939.0,6092.0,1.15,1.11,-0.01,1331.92,14.294,14.0732
Kepler-1104 b,Kepler-1104,Transit,2016,5.03728015,0.0688,1.23,87.351625,0.0331,80.45,939.0,6417.0,1.41,1.3,0.13,530.658,12.125,12.0831
Kepler-1105 b,Kepler-1105,Transit,2016,4.421572182,0.0688,2.01,87.351625,0.0331,80.45,939.0,4299.0,0.68,0.71,0.28,318.004,15.315,15.1422
Kepler-1106 b,Kepler-1106,Transit,2016,1.252752174,0.0688,1.65,87.351625,0.0331,80.45,939.0,6104.0,1.17,1.11,0.0,1090.7,14.863,14.6276
Kepler-1107 b,Kepler-1107,Transit,2016,0.571038518,0.0688,1.34,87.351625,0.0331,80.45,939.0,5268.0,0.82,0.86,0.01,428.798,14.315,14.1282
Kepler-1108 b,Kepler-1108,Transit,2016,4.51005748,0.0688,1.46,87.351625,0.0331,80.45,939.0,5406.0,0.84,0.88,-0.09,767.701,15.132,14.9192
Kepler-1109 b,Kepler-1109,Transit,2016,37.6467384,0.0688,2.19,87.351625,0.0331,80.45,939.0,5893.0,1.06,1.05,0.04,685.087,14.405,14.2665
Kepler-111 b,Kepler-111,Transit,2014,3.341815,0.046,1.58,87.351625,0.0331,80.45,939.0,5952.0,1.157,0.95,0.0195,657.223,13.543,13.4192
Kepler-111 c,Kepler-111,Transit,2014,224.77833,0.751,7.0840758,222.4798849,0.176,2.48,352.2,5914.0,1.145,1.118,0.237,657.223,13.543,13.4192
Kepler-1110 b,Kepler-1110,Transit,2016,9.69312032,0.0688,2.66,87.351625,0.0331,80.45,939.0,4781.0,0.7,0.73,-0.16,726.828,16.274,15.8872
Kepler-1111 b,Kepler-1111,Transit,2016,8.79617863,0.0688,2.0,87.351625,0.0331,80.45,939.0,6077.0,1.15,1.1,0.02,841.536,14.88,14.7155
Kepler-1112 b,Kepler-1112,Transit,2016,14.36267939,0.0688,3.02,87.351625,0.0331,80.45,939.0,6496.0,1.54,1.34,0.04,1671.28,14.74,14.5611
Kepler-1113 b,Kepler-1113,Transit,2016,42.3004954,0.0688,2.81,87.351625,0.0331,80.45,939.0,5931.0,1.17,1.12,0.18,1073.88,14.943,14.7828
Kepler-1114 b,Kepler-1114,Transit,2016,14.97435694,0.0688,1.35,87.351625,0.0331,80.45,939.0,5374.0,0.83,0.87,-0.08,418.417,13.935,13.7579
Kepler-1115 b,Kepler-1115,Transit,2016,23.5540725,0.0688,1.7,87.351625,0.0331,80.45,939.0,8480.0,1.73,1.6,-0.51,983.245,11.983,11.8822
Kepler-1116 b,Kepler-1116,Transit,2016,41.6977827,0.0688,2.54,87.351625,0.0331,80.45,939.0,5641.0,0.93,0.95,0.01,1008.57,15.424,15.2352
Kepler-1117 b,Kepler-1117,Transit,2016,4.79028459,0.0688,1.11,87.351625,0.0331,80.45,939.0,5612.0,0.93,0.95,0.03,568.487,14.15,14.1237
