pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_teff,st_rad,st_mass,st_met,sy_dist,sy_vmag,sy_gaiamag
Kepler-1118 b,Kepler-1118,Transit,2016,38.6715075,0.0688,2.74,87.351625,0.0331,80.45,939.0,5688.0,0.97,0.96,0.0,888.325,15.238,14.956
Kepler-1119 b,Kepler-1119,Transit,2016,8.3265153,0.0688,1.92,87.351625,0.0331,80.45,939.0,6083.0,1.17,1.11,0.03,1757.23,15.296,15.0671
Kepler-112 b,Kepler-112,Transit,2014,8.408878,0.076,2.36,87.351625,0.0331,80.45,939.0,5544.0,0.841,0.95,0.0195,513.206,13.927,13.7662
Kepler-112 c,Kepler-112,Transit,2014,28.574263,0.172,2.4,87.351625,0.0331,80.45,939.0,5544.0,0.841,0.95,0.0195,513.206,13.927,13.7662
Kepler-1120 b,Kepler-1120,Transit,2016,2.949029052,0.0688,1.38,87.351625,0.0331,80.45,939.0,4904.0,0.74,0.78,-0.04,615.231,15.494,15.3045
Kepler-1121 b,Kepler-1121,Transit,2016,13.15141081,0.0688,1.91,87.351625,0.0331,80.45,939.0,6231.0,1.59,1.29,0.12,482.047,12.144,12.017
Kepler-1122 b,Kepler-1122,Transit,2016,42.1917357,0.0688,2.04,87.351625,0.0331,80.45,939.0,5544.0,0.89,0.92,-0.03,1230.42,15.405,15.1025
Kepler-1123 b,Kepler-1123,Transit,2016,4.33946454,0.0688,1.67,87.351625,0.0331,80.45,939.0,5500.0,0.9,0.93,0.05,704.323,14.933,14.8069
Kepler-1124 b,Kepler-1124,Transit,2016,2.852348975,0.0688,1.28,87.351625,0.0331,80.45,939.0,3658.0,0.34,0.35,-0.59,289.899,16.745,15.9678
Kepler-1125 b,Kepler-1125,Transit,2016,17.6700642,0.0688,1.84,87.351625,0.0331,80.45,939.0,5683.0,0.94,0.95,-0.09,2011.41,15.042,14.8766
Kepler-1126 b,Kepler-1126,Transit,2016,108.593329,0.0688,1.73,87.351625,0.0331,80.45,939.0,5798.0,0.93,0.92,-0.26,635.736,14.221,14.0207
Kepler-1126 c,Kepler-1126,Transit,2023,199.66876,0.6193,1.45,87.351625,0.0,2.06,305.0,5678.0,0.921,0.794,-0.4,635.736,14.221,14.0207
Kepler-1127 b,Kepler-1127,Transit,2016,5.12330347,0.0688,1.96,87.351625,0.0331,80.45,939.0,5664.0,0.95,0.97,0.04,842.459,15.162,15.1325
Kepler-1128 b,Kepler-1128,Transit,2016,61.6178167,0.0688,3.65,87.351625,0.0331,80.45,939.0,5543.0,0.91,0.94,0.04,1083.41,15.934,15.6861
Kepler-1129 b,Kepler-1129,Transit,2016,24.3397804,0.0688,2.96,87.351625,0.0331,80.45,939.0,5831.0,1.0,1.0,-0.04,1183.88,15.661,15.2572
Kepler-1129 c,Kepler-1129,Transit,2016,76.5369586,0.0688,2.73,87.351625,0.0331,80.45,939.0,5831.0,1.0,1.0,-0.04,1183.88,15.661,15.2572
Kepler-113 b,Kepler-113,Transit,2014,4.754,0.0688,1.82,11.7,0.0331,80.45,939.0,4725.0,0.69,0.75,0.05,262.351,13.655,13.4598
Kepler-113 c,Kepler-113,Transit,2014,8.92507,0.0688,2.18,8.7,0.0331,80.45,939.0,4725.0,0.69,0.75,0.05,262.351,13.655,13.4598
Kepler-1130 b,Kepler-1130,Transit,2016,5.45298175,0.0688,0.8,87.351625,0.0331,80.45,939.0,5403.0,0.81,0.9,-0.06,249.343,12.509,12.3956
Kepler-1130 c,Kepler-1130,Transit,2021,3.266639948,0.0688,0.79239584,87.351625,0.0331,80.45,939.0,5450.0,0.842,0.944,0.1,249.343,12.509,12.3956
Kepler-1130 d,Kepler-1130,Transit,2021,4.272250175,0.0688,0.64472273,87.351625,0.0331,80.45,939.0,5450.0,0.842,0.944,0.1,249.343,12.509,12.3956
Kepler-1131 b,Kepler-1131,Transit,2016,3.53232449,0.0688,1.59,87.351625,0.0331,80.45,939.0,5851.0,1.04,1.03,0.05,1030.7,15.01,14.9375
Kepler-1132 b,Kepler-1132,Transit,2016,62.8916228,0.0688,2.35,87.351625,0.0331,80.45,939.0,5298.0,0.83,0.87,-0.01,867.931,15.818,15.4722
Kepler-1133 b,Kepler-1133,Transit,2016,11.55562343,0.0688,1.97,87.351625,0.0331,80.45,939.0,5569.0,0.9,0.93,-0.02,753.135,14.785,14.8099
Kepler-1134 b,Kepler-1134,Transit,2016,17.13263989,0.0688,2.64,87.351625,0.0331,80.45,939.0,5281.0,0.81,0.84,-0.1,944.445,16.233,15.8249
Kepler-1135 b,Kepler-1135,Transit,2016,76.957857,0.0688,1.85,87.351625,0.0331,80.45,939.0,5656.0,0.94,0.96,0.02,1314.64,14.545,14.2953
Kepler-1136 b,Kepler-1136,Transit,2016,2.361724329,0.0688,1.64,87.351625,0.0331,80.45,939.0,4512.0,0.68,0.72,0.03,491.406,16.037,15.6422
Kepler-1137 b,Kepler-1137,Transit,2016,23.9210791,0.0688,2.2,87.351625,0.0331,80.45,939.0,6807.0,1.84,1.5,0.05,921.778,12.827,12.6907
Kepler-1138 b,Kepler-1138,Transit,2016,3.17060005,0.0688,1.7,87.351625,0.0331,80.45,939.0,5582.0,0.92,0.95,0.04,872.328,15.885,15.3357
Kepler-1139 b,Kepler-1139,Transit,2016,0.813166719,0.0688,1.19,87.351625,0.0331,80.45,939.0,5550.0,0.91,0.94,0.05,495.156,14.229,14.1349
Kepler-114 b,Kepler-114,Transit,2014,5.188549,0.053,1.26,87.351625,0.0331,80.45,939.0,4605.0,0.667,0.95,0.0195,259.533,13.961,13.7125
Kepler-114 c,Kepler-114,Transit,2013,8.041,0.0688,1.6,2.8,0.0331,80.45,939.0,5596.0,0.54,0.56,0.0195,259.533,13.961,13.7125
Kepler-114 d,Kepler-114,Transit,2013,11.776,0.0688,2.53,3.9,0.0331,80.45,939.0,5596.0,0.54,0.56,0.0195,259.533,13.961,13.7125
Kepler-1140 b,Kepler-1140,Transit,2016,24.0862707,0.0688,2.77,87.351625,0.0331,80.45,939.0,4850.0,0.73,0.76,-0.08,656.48,15.751,15.4527
Kepler-1141 b,Kepler-1141,Transit,2016,2.344511944,0.0688,0.82,87.351625,0.0331,80.45,939.0,5791.0,1.07,1.01,0.04,393.642,12.403,12.3348
Kepler-1142 b,Kepler-1142,Transit,2016,18.3027248,0.0688,1.47,87.351625,0.0331,80.45,939.0,5685.0,0.96,0.97,0.02,1273.51,14.505,14.2783
Kepler-1143 b,Kepler-1143,Transit,2016,2.888904849,0.0688,1.67,87.351625,0.0331,80.45,939.0,5053.0,0.77,0.81,-0.06,555.189,15.493,15.1938
Kepler-1143 c,Kepler-1143,Transit,2016,210.630591,0.0688,3.6,87.351625,0.0331,80.45,939.0,5053.0,0.77,0.81,-0.06,555.189,15.493,15.1938
Kepler-1144 b,Kepler-1144,Transit,2016,17.14647302,0.0688,1.99,87.351625,0.0331,80.45,939.0,5753.0,0.96,0.98,-0.03,1140.57,14.943,14.9125
Kepler-1145 b,Kepler-1145,Transit,2016,3.97076766,0.0688,1.4,87.351625,0.0331,80.45,939.0,5064.0,0.75,0.79,-0.13,691.961,15.471,15.4499
Kepler-1146 b,Kepler-1146,Transit,2016,2.352265797,0.0688,1.23,87.351625,0.0331,80.45,939.0,4692.0,0.7,0.74,-0.06,703.038,15.953,15.8497
Kepler-1147 b,Kepler-1147,Transit,2016,10.62784997,0.0688,2.61,87.351625,0.0331,80.45,939.0,5941.0,1.14,1.09,0.11,1657.36,15.613,15.3564
Kepler-1148 b,Kepler-1148,Transit,2016,1.104463509,0.0688,1.69,87.351625,0.0331,80.45,939.0,5054.0,0.77,0.81,-0.02,625.692,15.533,15.2812
Kepler-1149 b,Kepler-1149,Transit,2016,3.73089898,0.0688,1.44,87.351625,0.0331,80.45,939.0,5833.0,1.01,1.02,0.02,1217.73,15.146,14.9307
Kepler-115 b,Kepler-115,Transit,2014,2.403679,0.036,1.09,87.351625,0.0331,80.45,939.0,5979.0,1.205,0.95,0.0195,623.609,13.545,13.3925
Kepler-115 c,Kepler-115,Transit,2014,8.990889,0.087,2.6,87.351625,0.0331,80.45,939.0,5979.0,1.205,0.95,0.0195,623.609,13.545,13.3925
Kepler-1150 b,Kepler-1150,Transit,2016,2.787868386,0.0688,1.02,87.351625,0.0331,80.45,939.0,4754.0,0.72,0.76,0.01,358.518,14.748,14.4231
Kepler-1151 b,Kepler-1151,Transit,2016,65.6478424,0.0688,2.22,87.351625,0.0331,80.45,939.0,5470.0,0.85,0.88,-0.11,682.436,15.005,14.8569
Kepler-1152 b,Kepler-1152,Transit,2016,1.646801908,0.0688,0.87,87.351625,0.0331,80.45,939.0,3964.0,0.53,0.55,-0.25,215.233,15.31,14.5976
Kepler-1153 b,Kepler-1153,Transit,2016,1.755835327,0.0688,1.73,87.351625,0.0331,80.45,939.0,5470.0,0.88,0.91,0.03,1119.49,15.767,15.7976
Kepler-1154 b,Kepler-1154,Transit,2016,5.1856142,0.0688,2.34,87.351625,0.0331,80.45,939.0,6327.0,1.43,1.26,0.04,1460.1,14.953,14.7792
Kepler-1154 c,Kepler-1154,Transit,2016,8.45808312,0.0688,2.36,87.351625,0.0331,80.45,939.0,6327.0,1.43,1.26,0.04,1460.1,14.953,14.7792
Kepler-1155 b,Kepler-1155,Transit,2016,33.469743,0.0688,2.03,87.351625,0.0331,80.45,939.0,5842.0,1.03,1.03,0.04,1128.72,14.799,14.7392
Kepler-1156 b,Kepler-1156,Transit,2016,11.89520511,0.0688,1.32,87.351625,0.0331,80.45,939.0,5778.0,1.0,1.0,0.02,691.331,14.262,14.1258
Kepler-1157 b,Kepler-1157,Transit,2016,4.45743164,0.0688,1.09,87.351625,0.0331,80.45,939.0,4679.0,0.71,0.76,0.05,342.144,14.603,14.3769
Kepler-1158 b,Kepler-1158,Transit,2016,13.5396293,0.0688,2.34,87.351625,0.0331,80.45,939.0,6203.0,1.95,1.41,0.18,1484.25,13.618,13.5744
Kepler-1159 b,Kepler-1159,Transit,2016,22.70816791,0.0688,2.37,87.351625,0.0331,80.45,939.0,6217.0,1.28,1.19,0.04,1213.71,14.678,14.5451
Kepler-116 b,Kepler-116,Transit,2014,5.968734,0.069,3.42,87.351625,0.0331,80.45,939.0,6142.0,1.454,0.95,0.0195,955.168,13.744,13.6894
Kepler-116 c,Kepler-116,Transit,2014,13.07163,0.116,2.3,87.351625,0.0331,80.45,939.0,6142.0,1.454,0.95,0.0195,955.168,13.744,13.6894
Kepler-1160 b,Kepler-1160,Transit,2016,7.97034958,0.0688,2.14,87.351625,0.0331,80.45,939.0,5519.0,0.89,0.92,0.01,1077.63,16.006,15.8003
Kepler-1161 b,Kepler-1161,Transit,2016,10.71252541,0.0688,2.13,87.351625,0.0331,80.45,939.0,4253.0,0.57,0.59,-0.35,547.726,16.163,15.8004
Kepler-1162 b,Kepler-1162,Transit,2016,32.5637069,0.0688,2.21,87.351625,0.0331,80.45,939.0,5390.0,0.84,0.89,-0.03,940.211,15.749,15.4855
Kepler-1162 c,Kepler-1162,Transit,2023,59.284064,0.2832,1.81,87.351625,0.0,6.14,401.0,5225.0,0.859,0.861,0.14,940.211,15.749,15.4855
Kepler-1163 b,Kepler-1163,Transit,2016,6.11786898,0.0688,1.03,87.351625,0.0331,80.45,939.0,6302.0,1.35,1.22,0.02,478.647,12.208,12.1183
Kepler-1164 b,Kepler-1164,Transit,2016,3.97599768,0.0688,1.12,87.351625,0.0331,80.45,939.0,5183.0,0.79,0.85,-0.03,431.622,14.321,14.0899
Kepler-1165 b,Kepler-1165,Transit,2016,9.478522,0.0688,1.55,87.351625,0.0331,80.45,939.0,6080.0,1.18,1.13,0.05,1575.2,14.521,14.3923
Kepler-1165 c,Kepler-1165,Transit,2021,29.96870041,0.0688,3.36093385,87.351625,0.0331,80.45,939.0,6249.0,1.076,1.13,-0.04,1575.2,14.521,14.3923
Kepler-1166 b,Kepler-1166,Transit,2016,33.2406882,0.0688,1.69,87.351625,0.0331,80.45,939.0,5446.0,0.86,0.9,-0.02,634.906,14.65,14.466
Kepler-1167 b,Kepler-1167,Transit,2016,1.003933739,0.0688,1.71,87.351625,0.0331,80.45,939.0,4971.0,0.75,0.79,-0.05,820.905,16.047,15.9292
Kepler-1168 b,Kepler-1168,Transit,2016,55.8226539,0.0688,2.5,87.351625,0.0331,80.45,939.0,5157.0,0.82,0.87,0.13,752.666,15.755,15.6088
Kepler-1169 b,Kepler-1169,Transit,2016,6.11009134,0.0688,0.94,87.351625,0.0331,80.45,939.0,6191.0,1.23,1.24,0.26,522.823,12.707,12.6852
Kepler-117 b,Kepler-117,Transit,2014,18.7959228,0.1445,8.059,29.875,0.0493,80.45,984.0,6150.0,1.606,1.129,-0.04,1455.57,14.282,14.2472
Kepler-117 c,Kepler-117,Transit,2014,50.790391,0.2804,12.341,584.78,0.0323,80.45,704.0,6150.0,1.606,1.129,-0.04,1455.57,14.282,14.2472
Kepler-1170 b,Kepler-1170,Transit,2016,9.98969327,0.0688,2.41,87.351625,0.0331,80.45,939.0,5069.0,0.76,0.8,-0.09,1050.45,16.204,15.9093
Kepler-1171 b,Kepler-1171,Transit,2016,1.44259224,0.0688,2.56,87.351625,0.0331,80.45,939.0,7044.0,1.95,1.58,-0.01,573.0,11.647,11.4587
Kepler-1172 b,Kepler-1172,Transit,2016,26.0204423,0.0688,3.2,87.351625,0.0331,80.45,939.0,5558.0,0.89,0.92,-0.04,1306.53,16.083,15.8463
Kepler-1173 b,Kepler-1173,Transit,2016,0.7698536,0.0688,0.89,87.351625,0.0331,80.45,939.0,5252.0,0.82,0.86,0.0,377.06,13.896,13.8043
Kepler-1174 b,Kepler-1174,Transit,2016,6.89225223,0.0688,1.59,87.351625,0.0331,80.45,939.0,5936.0,1.04,1.04,-0.04,1408.75,14.271,14.159
Kepler-1175 b,Kepler-1175,Transit,2016,37.94563,0.0688,2.99,87.351625,0.0331,80.45,939.0,5453.0,0.86,0.9,-0.04,1121.89,15.972,15.9163
Kepler-1176 b,Kepler-1176,Transit,2016,24.1738579,0.0688,2.45,87.351625,0.0331,80.45,939.0,5844.0,1.02,1.01,-0.01,864.699,15.27,15.0496
Kepler-1177 b,Kepler-1177,Transit,2016,106.247547,0.0688,1.9,87.351625,0.0331,80.45,939.0,5712.0,0.97,0.98,0.02,1299.97,14.773,14.5078
Kepler-1178 b,Kepler-1178,Transit,2016,31.80634,0.0688,1.07,87.351625,0.0331,80.45,939.0,4990.0,0.75,0.8,-0.05,482.287,14.212,13.9597
Kepler-1179 b,Kepler-1179,Transit,2016,2.685057492,0.0688,1.32,87.351625,0.0331,80.45,939.0,5212.0,0.81,0.84,-0.03,415.205,14.214,14.0675
Kepler-118 b,Kepler-118,Transit,2014,7.518496,0.073,1.96,87.351625,0.0331,80.45,939.0,5274.0,1.094,0.95,0.0195,574.228,14.867,14.7187
Kepler-118 c,Kepler-118,Transit,2014,20.17202,0.141,7.68,87.351625,0.0331,80.45,939.0,5274.0,1.094,0.95,0.0195,574.228,14.867,14.7187
Kepler-1180 b,Kepler-1180,Transit,2016,16.8601286,0.0688,1.99,87.351625,0.0331,80.45,939.0,6077.0,1.14,1.09,0.0,1596.8,15.081,14.9844
Kepler-1181 b,Kepler-1181,Transit,2016,4.89337519,0.0688,1.57,87.351625,0.0331,80.45,939.0,6176.0,1.3,1.17,0.03,938.417,13.549,13.4553
Kepler-1181 c,Kepler-1181,Transit,2023,8.93484887,0.0928,1.83,87.351625,0.0,377.25,1124.0,6688.0,1.347,1.336,0.07,938.417,13.549,13.4553
Kepler-1182 b,Kepler-1182,Transit,2016,11.17394617,0.0688,2.41,87.351625,0.0331,80.45,939.0,5924.0,1.05,1.04,0.01,1545.39,15.742,15.3453
Kepler-1183 b,Kepler-1183,Transit,2016,28.5057189,0.0688,2.82,87.351625,0.0331,80.45,939.0,5765.0,0.99,1.0,0.04,1919.19,15.968,15.8301
Kepler-1184 b,Kepler-1184,Transit,2016,53.5991044,0.0688,2.68,87.351625,0.0331,80.45,939.0,5983.0,1.07,1.05,-0.04,1157.84,14.99,14.9314
Kepler-1185 b,Kepler-1185,Transit,2016,104.3518976,0.0688,1.33,87.351625,0.0331,80.45,939.0,5622.0,0.87,0.96,-0.04,459.273,12.63,12.5524
Kepler-1186 b,Kepler-1186,Transit,2016,16.07677615,0.0688,2.23,87.351625,0.0331,80.45,939.0,5635.0,0.93,0.95,0.0,1337.25,15.367,15.2673
Kepler-1187 b,Kepler-1187,Transit,2016,18.87064068,0.0688,2.61,87.351625,0.0331,80.45,939.0,5975.0,1.09,1.06,-0.01,1020.53,14.73,14.5664
Kepler-1188 b,Kepler-1188,Transit,2016,17.1369543,0.0688,2.08,87.351625,0.0331,80.45,939.0,5913.0,1.06,1.04,0.0,1717.48,14.941,14.9676
Kepler-1189 b,Kepler-1189,Transit,2016,3.78858982,0.0688,1.77,87.351625,0.0331,80.45,939.0,6012.0,1.16,1.11,0.08,782.852,14.463,14.249
Kepler-119 b,Kepler-119,Transit,2014,2.422082,0.035,3.6,87.351625,0.0331,80.45,939.0,5595.0,0.839,0.95,0.0195,701.996,14.375,14.2004
Kepler-119 c,Kepler-119,Transit,2014,4.125103,0.049,0.92,87.351625,0.0331,80.45,939.0,5595.0,0.839,0.95,0.0195,701.996,14.375,14.2004
Kepler-1190 b,Kepler-1190,Transit,2016,10.45843441,0.0688,1.33,87.351625,0.0331,80.45,939.0,4730.0,0.72,0.76,-0.02,342.509,14.665,14.494
Kepler-1191 b,Kepler-1191,Transit,2016,5.60014851,0.0688,1.51,87.351625,0.0331,80.45,939.0,5308.0,0.81,0.85,-0.08,955.536,15.319,15.3125
Kepler-1192 b,Kepler-1192,Transit,2016,25.2034787,0.0688,2.36,87.351625,0.0331,80.45,939.0,5438.0,0.83,0.86,-0.16,1304.19,15.858,15.6807
Kepler-1193 b,Kepler-1193,Transit,2016,2.832652134,0.0688,1.32,87.351625,0.0331,80.45,939.0,5908.0,1.21,1.08,0.12,802.116,13.577,13.4208
Kepler-1194 b,Kepler-1194,Transit,2016,16.22371307,0.0688,1.51,87.351625,0.0331,80.45,939.0,5590.0,0.92,0.94,0.0,757.382,14.31,14.1034
Kepler-1195 b,Kepler-1195,Transit,2016,8.49642241,0.0688,2.08,87.351625,0.0331,80.45,939.0,4965.0,0.71,0.74,-0.25,918.566,16.003,15.9123
Kepler-1196 b,Kepler-1196,Transit,2016,66.1849031,0.0688,2.23,87.351625,0.0331,80.45,939.0,5756.0,0.97,0.98,0.0,922.333,15.009,14.8324
Kepler-1197 b,Kepler-1197,Transit,2016,2.03231845,0.0688,1.25,87.351625,0.0331,80.45,939.0,4708.0,0.72,0.78,0.06,486.94,15.346,15.1132
Kepler-1198 b,Kepler-1198,Transit,2016,7.6847716,0.0688,1.47,87.351625,0.0331,80.45,939.0,5517.0,0.9,0.93,0.03,743.03,14.986,14.7693
Kepler-1199 b,Kepler-1199,Transit,2016,15.0447198,0.0688,1.15,87.351625,0.0331,80.45,939.0,5889.0,1.17,0.94,-0.27,563.493,13.173,13.0302
Kepler-12 b,Kepler-12,Transit,2011,4.4379629,0.0553,19.660586,137.30256,0.0331,80.45,1480.0,5947.0,1.483,1.166,0.07,881.386,13.468,13.3596
Kepler-120 b,Kepler-120,Transit,2014,6.312501,0.055,2.15,87.351625,0.0331,80.45,939.0,4096.0,0.534,0.95,0.0195,388.63,14.995,14.7188
Kepler-120 c,Kepler-120,Transit,2014,12.794585,0.088,1.53,87.351625,0.0331,80.45,939.0,4096.0,0.534,0.95,0.0195,388.63,14.995,14.7188
Kepler-1200 b,Kepler-1200,Transit,2016,1.118549717,0.0688,1.06,87.351625,0.0331,80.45,939.0,4612.0,0.7,0.74,0.04,588.715,16.06,15.7889
Kepler-1201 b,Kepler-1201,Transit,2016,15.18725932,0.0688,2.29,87.351625,0.0331,80.45,939.0,6177.0,1.24,1.15,0.03,944.241,14.765,14.7003
Kepler-1202 b,Kepler-1202,Transit,2016,28.6851324,0.0688,2.94,87.351625,0.0331,80.45,939.0,5834.0,1.04,1.03,0.06,1175.38,15.833,15.6084
Kepler-1203 b,Kepler-1203,Transit,2016,0.588000765,0.0688,1.06,87.351625,0.0331,80.45,939.0,4105.0,0.61,0.64,0.01,317.022,15.385,14.9147
Kepler-1204 b,Kepler-1204,Transit,2016,85.7350285,0.0688,3.05,87.351625,0.0331,80.45,939.0,5825.0,1.03,1.03,0.06,1175.22,15.45,15.295
Kepler-1205 b,Kepler-1205,Transit,2016,1.078390352,0.0688,1.41,87.351625,0.0331,80.45,939.0,5226.0,0.81,0.84,-0.04,698.485,15.316,15.1303
Kepler-1206 b,Kepler-1206,Transit,2016,1.216997663,0.0688,1.64,87.351625,0.0331,80.45,939.0,4877.0,0.75,0.8,0.07,762.019,15.971,15.9286
Kepler-1207 b,Kepler-1207,Transit,2016,13.68237119,0.0688,1.62,87.351625,0.0331,80.45,939.0,5909.0,1.06,1.06,0.05,1754.19,14.595,14.4485
Kepler-1208 b,Kepler-1208,Transit,2016,11.08507637,0.0688,2.32,87.351625,0.0331,80.45,939.0,5001.0,0.76,0.8,-0.03,825.176,16.256,15.9464
Kepler-1209 b,Kepler-1209,Transit,2016,25.369116,0.0688,1.51,87.351625,0.0331,80.45,939.0,6210.0,1.38,1.23,0.12,505.531,12.554,12.4115
Kepler-121 b,Kepler-121,Transit,2014,3.177422,0.039,2.34,87.351625,0.0331,80.45,939.0,5311.0,0.701,0.95,0.0195,510.523,14.904,14.677
Kepler-121 c,Kepler-121,Transit,2014,41.008011,0.216,2.27,87.351625,0.0331,80.45,939.0,5311.0,0.701,0.95,0.0195,510.523,14.904,14.677
Kepler-1210 b,Kepler-1210,Transit,2016,8.07124073,0.0688,1.7,87.351625,0.0331,80.45,939.0,5568.0,0.92,0.94,0.04,1176.53,15.649,15.566
Kepler-1211 b,Kepler-1211,Transit,2016,11.01816836,0.0688,2.55,87.351625,0.0331,80.45,939.0,5705.0,0.94,0.96,-0.08,1826.53,16.016,15.8278
Kepler-1212 b,Kepler-1212,Transit,2016,12.94130146,0.0688,2.14,87.351625,0.0331,80.45,939.0,6051.0,1.15,1.1,0.03,1316.57,15.133,15.0235
Kepler-1213 b,Kepler-1213,Transit,2016,5.34982412,0.0688,1.19,87.351625,0.0331,80.45,939.0,6050.0,1.21,1.14,0.13,807.812,13.416,13.342
Kepler-1214 b,Kepler-1214,Transit,2016,18.82634264,0.0688,2.36,87.351625,0.0331,80.45,939.0,5130.0,0.8,0.85,0.05,729.227,15.459,15.2226
Kepler-1215 b,Kepler-1215,Transit,2016,4.76703963,0.0688,1.22,87.351625,0.0331,80.45,939.0,5616.0,0.93,0.95,0.01,661.022,14.539,14.4254
Kepler-1216 b,Kepler-1216,Transit,2016,4.37034536,0.0688,1.39,87.351625,0.0331,80.45,939.0,5743.0,0.98,0.99,0.03,1258.36,15.262,15.107
Kepler-1217 b,Kepler-1217,Transit,2016,2.032325072,0.0688,1.99,87.351625,0.0331,80.45,939.0,5905.0,1.08,1.06,0.07,1347.71,15.343,15.2415
Kepler-1218 b,Kepler-1218,Transit,2016,22.9221266,0.0688,1.44,87.351625,0.0331,80.45,939.0,5986.0,1.1,1.06,-0.02,840.503,13.73,13.5511
Kepler-1219 b,Kepler-1219,Transit,2016,16.10467749,0.0688,2.12,87.351625,0.0331,80.45,939.0,5944.0,1.94,1.25,0.05,880.895,12.339,12.2321
Kepler-122 b,Kepler-122,Transit,2014,5.766193,0.064,2.34,87.351625,0.0331,80.45,939.0,6050.0,1.216,0.95,0.0195,1027.45,14.403,14.2223
Kepler-122 c,Kepler-122,Transit,2014,12.465988,0.108,5.87,87.351625,0.0331,80.45,939.0,6050.0,1.216,0.95,0.0195,1027.45,14.403,14.2223
Kepler-122 d,Kepler-122,Transit,2014,21.587475,0.155,2.2,87.351625,0.0331,80.45,939.0,6050.0,1.216,0.95,0.0195,1027.45,14.403,14.2223
Kepler-122 e,Kepler-122,Transit,2014,37.993273,0.227,2.6,87.351625,0.0331,80.45,939.0,6050.0,1.216,0.95,0.0195,1027.45,14.403,14.2223
Kepler-122 f,Kepler-122,Transit Timing Variations,2014,56.268,0.0688,1.75,36.0,0.0331,80.45,939.0,5596.0,0.949,1.03,0.0195,1027.45,14.403,14.2223
Kepler-1220 b,Kepler-1220,Transit,2016,7.42693741,0.0688,1.52,87.351625,0.0331,80.45,939.0,5842.0,0.99,1.0,-0.04,961.907,15.194,14.9649
Kepler-1221 b,Kepler-1221,Transit,2016,12.00096042,0.0688,1.88,87.351625,0.0331,80.45,939.0,5194.0,0.82,0.87,0.09,913.65,15.909,15.5804
Kepler-1222 b,Kepler-1222,Transit,2016,1.916944254,0.0688,0.79,87.351625,0.0331,80.45,939.0,5239.0,0.8,0.84,-0.04,415.218,14.21,14.0908
Kepler-1223 b,Kepler-1223,Transit,2016,16.301259,0.0688,1.22,87.351625,0.0331,80.45,939.0,4870.0,0.75,0.8,0.04,459.957,14.911,14.6119
Kepler-1224 b,Kepler-1224,Transit,2016,13.32351601,0.0688,1.33,87.351625,0.0331,80.45,939.0,6155.0,1.22,1.18,0.14,559.598,12.926,12.825
Kepler-1225 b,Kepler-1225,Transit,2016,7.01075434,0.0688,1.82,87.351625,0.0331,80.45,939.0,6140.0,1.19,1.13,0.01,1347.52,14.819,14.632
Kepler-1226 b,Kepler-1226,Transit,2016,17.2923453,0.0688,1.45,87.351625,0.0331,80.45,939.0,5923.0,1.02,1.02,-0.08,1125.72,14.324,14.1497
Kepler-1227 b,Kepler-1227,Transit,2016,94.2887577,0.0688,2.29,87.351625,0.0331,80.45,939.0,5747.0,0.95,0.97,-0.04,623.706,14.276,14.1758
Kepler-1228 b,Kepler-1228,Transit,2016,0.577369579,0.0688,1.54,87.351625,0.0331,80.45,939.0,5063.0,0.74,0.78,-0.18,515.453,15.061,14.8612
Kepler-1229 b,Kepler-1229,Transit,2016,86.828989,0.0688,1.4,87.351625,0.0331,80.45,939.0,3784.0,0.51,0.54,-0.06,265.482,16.124,15.5104
Kepler-123 b,Kepler-123,Transit,2014,17.232366,0.135,2.94,87.351625,0.0331,80.45,939.0,6089.0,1.264,0.95,0.0195,1021.66,14.129,14.0212
Kepler-123 c,Kepler-123,Transit,2014,26.695074,0.181,1.48,87.351625,0.0331,80.45,939.0,6089.0,1.264,0.95,0.0195,1021.66,14.129,14.0212
Kepler-1230 b,Kepler-1230,Transit,2016,9.95661537,0.0688,2.71,87.351625,0.0331,80.45,939.0,5961.0,1.08,1.06,0.01,1364.22,15.628,15.2743
Kepler-1231 b,Kepler-1231,Transit,2016,10.41725184,0.0688,1.42,87.351625,0.0331,80.45,939.0,5778.0,1.0,1.01,0.06,987.237,14.808,14.714
Kepler-1232 b,Kepler-1232,Transit,2016,26.7839183,0.0688,1.93,87.351625,0.0331,80.45,939.0,5471.0,0.89,0.92,0.06,632.865,14.97,14.7619
Kepler-1233 b,Kepler-1233,Transit,2016,45.1263042,0.0688,2.6,87.351625,0.0331,80.45,939.0,6198.0,1.25,1.16,0.02,1178.7,14.82,14.6594
Kepler-1234 b,Kepler-1234,Transit,2016,11.94014029,0.0688,2.81,87.351625,0.0331,80.45,939.0,4967.0,0.76,0.8,0.01,916.749,15.915,15.878
Kepler-1235 b,Kepler-1235,Transit,2016,4.16055856,0.0688,0.79,87.351625,0.0331,80.45,939.0,5541.0,0.9,0.93,0.01,540.604,14.079,13.8765
Kepler-1236 b,Kepler-1236,Transit,2016,31.0571618,0.0688,2.14,87.351625,0.0331,80.45,939.0,5337.0,0.82,0.86,-0.09,999.64,16.145,15.9248
